stationID,projectID,stationName,latitude,longitude,station_status
9870,134,Howard Nursey,40.98560000,-77.70960000,2
9871,3,Drone-2018,43.00000000,-80.00000000,1
9872,48,Hog Island,43.97900000,-69.41640000,2
9873,31,BRHQ,30.39940000,-91.12900000,2
9874,217,Kokszijde,51.12360000,2.64830000,2
9875,201,Tall grass prairie,49.15310000,-96.72910000,2
9876,123,28_Jade-Weser-Port,53.58890000,8.14110000,2
9877,113,Huiberts,52.77870000,4.70820000,2
9878,168,Residence de la Solitude,45.45600000,-73.93510000,1
9879,224,Canarie,43.38130000,-83.19550000,1
9880,214,CASA,-15.53300000,128.15690000,1
9881,214,Island,-15.52200000,128.14180000,1
9882,214,Powerline,-15.46280000,128.11770000,2
9883,214,Quarry,-15.47080000,128.10680000,1
9884,214,Caravan,-15.47880000,128.11220000,1
9885,134,323 Lamb's Gap,40.97080000,-77.69690000,2
9886,167,James River NWR,37.26350000,-77.14390000,1
9887,31,Attakapas Wildlife Management Area,29.87720000,-91.45480000,1
9888,31,Richard K. Yancey Wildlife Management Area,31.19010000,-91.63230000,2
9889,1,High Park,43.64600000,-79.46590000,2
9890,76,Amrum 1 ,54.64520000,8.36110000,2
9891,31,Marsh Island,29.54370000,-91.90620000,1
9892,210,MDC HQ,38.59130000,-92.22840000,2
9893,48,Elk38,41.54240000,-78.86930000,2
9894,225,Deer Pond Farm,41.55300000,-73.52360000,2
9895,3,Quarry,50.21590000,-63.79780000,1
9896,14,UWO-SSC,43.00960000,-81.27550000,1
9897,31,LCHQ,30.23630000,-93.22980000,2
9898,31,Atchafalaya Delta WMA,29.44770000,-91.33900000,1
9899,113,Bergen aan zee,52.66530000,4.64220000,2
9900,123,29_Sillenstede,53.57330000,7.99100000,1
9901,231,CCIW,43.29860000,-79.80070000,2
9902,113,Strandhotel Vlieland,53.30370000,5.05180000,2
9903,233,Craney Island North Cell,36.92280000,-76.38390000,2
9904,234,WGLBBO - Forest Beach Migratory Preserve,43.45020000,-87.82200000,2
9905,1,Western_University_T,42.58300000,-80.39780000,1
9906,1,Rock_Point_Provincia,42.85420000,-79.55370000,1
9907,1,Conestogo,43.66590000,-80.72680000,2
9908,1,Crown Marsh,42.59170000,-80.41790000,1
9909,1,Presqu'ile Provincia,44.00780000,-77.74050000,1
9910,1,DarlingtonPP,43.87350000,-78.78870000,1
9911,1,Dover_Quarry,42.81010000,-80.18420000,1
9912,1,Walsingham Super Tower,42.63540000,-80.55770000,2
9913,1,West Port Bruce,42.66160000,-81.06270000,2
9914,1,East Port Bruce,42.66180000,-80.90440000,1
9915,140,Edisto Beach State Park,32.50430000,-80.29550000,2
9916,236,Wandering,-32.75380000,116.64660000,1
9917,239,Icapui Shrimp Farm,-4.70430000,-37.35000000,2
9918,239,Icapui Tico's Restaurant,-4.68880000,-37.35810000,2
9919,239,Areia Branca BCCB,-4.92790000,-37.11640000,2
9920,240,Kent Farm Research Station,39.15170000,-86.39640000,2
9921,206,LLELA Dam,33.06990000,-96.93970000,2
9922,124,Ilha de Maraca,2.09770000,-50.49970000,2
9923,124,Apeu-Salvador,-0.94310000,-46.18910000,2
9924,231,Guelph Lake 2,43.60490000,-80.25420000,1
9925,19,Territory 22,18.04270000,-77.94260000,1
9926,191,Brunswick Point farm,49.05880000,-123.14210000,2
9927,244,Shell Island Rd,26.02520000,-81.73160000,2
9928,19,Territory_21_Center,18.04300000,-77.94010000,1
9929,19,Territory_21_LIIK11,18.04290000,-77.93970000,1
9930,247,SSRS Headquarters,35.68690000,-118.28930000,1
9931,19,Territory_21_LII,18.04350000,-77.93980000,1
9932,19,Territory_21_K9,18.04320000,-77.94060000,1
9933,64,Olentangy Wetlands,40.02010000,-83.01860000,2
9934,64,Vinton Furnace Weather Station,39.20020000,-82.39440000,2
9935,64,Vinton Furnace Ball Diamond,39.19270000,-82.40540000,1
9936,48,Forbesway,40.22480000,-79.19380000,2
9937,241,WyndhamGolfCourse,-15.54500000,128.20490000,1
9938,113,Paal 9,53.02120000,4.71120000,2
9939,35,PARC Friedline Field,40.13490000,-79.28620000,1
9940,10,CHEB,44.50260000,-63.52210000,1
9941,31,Jean Lafitte National Historical Park and Preserve,29.78390000,-90.11540000,2
9942,31,Ladd,29.75690000,-92.89390000,1
9943,174,Lagoa De Peixe - Brazil,-31.32400000,-50.99690000,1
9944,19,Territory_308,18.04290000,-77.94340000,1
9945,191,Iona Shore Station,49.21610000,-123.20550000,2
9946,48,Grain Elevator,39.22830000,-75.99080000,1
9947,48,Phoenix Wildlife Center,39.51290000,-76.51420000,2
9948,113,Lowersoft - CEFAS,52.45920000,1.74030000,2
9949,113,Landguard Bird Observatory,51.93780000,1.32090000,2
9950,253,Dewees Island,32.83600000,-79.72670000,2
9951,177,Perth,-31.95000000,115.86000000,1
9952,241,Chimouli,-15.46730000,128.19910000,1
9953,241,ParryFarm,-15.59970000,128.27900000,1
9954,257,Kingsley Plantation,30.44110000,-81.43910000,2
9955,14,RASA,-36.30620000,-56.77310000,2
9956,19,Territory_308_2,18.04310000,-77.94320000,1
9957,19,Territory_308_3,18.04260000,-77.94290000,1
9958,250,Bradwell,51.92960000,-106.21820000,1
9959,223,Ottenby Bird Observatory,56.19770000,16.39950000,2
9960,223,Linnaeus University,56.65890000,16.36400000,2
9961,265,Boyd Deep Canyon Research Reserve,33.64820000,-116.37830000,1
9962,234,Woodland Dunes- Goodwin Road,44.13870000,-87.61600000,2
9963,195,Pourvoirie Oswego,47.65860000,-72.50360000,1
9964,195,Lac Édouard-1,47.61480000,-72.36370000,1
9965,195,Chaufferie,47.64920000,-72.29260000,1
9966,251,Villas,39.04730000,-74.92390000,2
9967,246,MadIsland1,28.68270000,-96.10830000,1
9968,246,MadIsland2,28.68200000,-96.00800000,1
9969,246,MadIsland3,28.62680000,-96.10320000,1
9970,246,MadIsland4,28.63090000,-96.09600000,1
9971,197,Scoudouc Water Treatment Plant,46.14560000,-64.56160000,1
9972,197,Memramcook,45.98320000,-64.56320000,2
9973,197,Salisbury Sewage Ponds,46.03500000,-65.01650000,1
9974,227,Wanggong - Changhua,23.97020000,120.32540000,1
9976,203,Harold,44.12720000,-76.71810000,1
9975,275,Vero Beach High School,27.62990000,-80.40280000,2
9977,234,Camp Whitcomb Mason,43.17590000,-88.32270000,2
9978,203,North_Shore,44.17920000,-76.67310000,1
9979,92,Jones Baseline,43.81650000,-80.51500000,1
9980,92,Sixth Line,43.82160000,-80.38590000,1
9981,35,Cleveland Lakefront Nature Preserve,41.54230000,-81.62900000,2
9982,92,TRES Field North,43.60960000,-80.25990000,1
9983,67,Churchill - Mobile,58.73760000,-93.81900000,1
9984,250,DIEFENBAKER,51.25500000,-106.82770000,1
9985,280,Stump Lake,50.38940000,-120.32740000,2
9986,280,Douglas Lake,50.12630000,-120.36040000,2
9987,280,Merritt,50.08040000,-120.76220000,2
9988,280,Kamloops,50.60680000,-120.31340000,2
9989,280,Coldwater,49.88300000,-120.90800000,2
9990,280,Britton Creek,49.64790000,-121.00300000,2
9991,280,Laidlaw,49.32140000,-121.62170000,2
9992,280,Box Canyon,49.57540000,-121.17940000,2
9993,280,Peers,49.38870000,-121.31890000,1
9994,113,WUR - Schagerbrug2019,52.80360000,4.75140000,2
9995,78,Cape George,45.87390000,-61.89990000,1
9996,282,Smithsonian Conservation Biology Institute,38.89450000,-78.16090000,2
9997,267,ISB QC,45.38210000,-73.75350000,1
9998,213,Lake Petite- WI,42.51170000,-88.54880000,2
9999,113,WUR - Oostvoorne,51.91590000,4.06050000,2
10000,1,Frogmore Batbox,42.69210000,-80.64990000,1
10001,1,Durham Treatment Pla,43.86890000,-78.75380000,1
10002,1,Koffler,44.02410000,-79.53710000,2
10003,1,Wolfe,44.14140000,-76.38840000,2
10004,1,Brighton,44.01280000,-77.74520000,2
10005,1,Saunders,45.00910000,-74.79030000,2
10006,1,Evangola State Park,42.61270000,-79.11100000,1
10007,1,Bookton,42.96730000,-80.51770000,1
10008,1,Long Point Provincia,42.58230000,-80.38520000,1
10009,113,WUR st Maartensvlotbrug Parallelweg,52.79690000,4.71350000,2
10010,197,Sussex,45.72130000,-65.53860000,1
10011,198,UNAM en Sisal,21.16340000,-90.04660000,2
10012,198,DUMAC en Celestun,20.85830000,-90.38300000,1
10013,167,New Point Comfort,37.32050000,-76.27880000,1
10014,167,Dameron Marsh,37.78640000,-76.30590000,1
10015,241,ElQuestro,-15.99470000,127.98060000,2
10016,4,The Sanctuary,32.60120000,-80.09210000,1
10017,4,Osprey Point,32.61380000,-80.05370000,1
10018,4,Marsh Island,32.62140000,-80.06500000,1
10019,4,Captain Sams,32.58280000,-80.14010000,1
10020,197,Estabrooks,45.93210000,-64.34510000,1
10021,189,Fort Wayne Children's Zoo,41.10850000,-85.14850000,2
10022,189,Bluecast,41.15480000,-84.86340000,2
10023,281,Home,40.57260000,-105.04910000,1
10024,280,Surrey,49.15000000,-122.71850000,2
10025,197,King,45.84550000,-64.37530000,1
10026,248,Boatswain Bay,51.79850000,-78.97040000,2
10027,261,Buckner2019,43.59000000,-73.41380000,2
10028,225,Shepaug Dam,41.44850000,-73.29570000,2
10029,172,Trunk Island - Bermuda,32.33310000,-64.72690000,2
10030,1,Torrance C,44.94500000,-79.52350000,2
10031,280,Abbotsford,49.02790000,-122.26320000,2
10032,92,Hindmarsh Small Barn,43.75190000,-80.14940000,1
10033,92,Hindmarsh Large Barn,43.75180000,-80.15000000,1
10034,287,Plum Lake West,49.61390000,-100.76620000,1
10035,287,Sextons Island - WW,49.29090000,-100.32090000,2
10036,287,Jiggens Bluff,49.61540000,-100.65470000,2
10037,223,Klobbskat,63.30420000,21.09240000,2
10038,223,Skagsudde,63.18800000,19.01600000,2
10039,223,Lungön,62.64190000,18.08950000,2
10040,113,WUR Vinetaduin Hoek van Holland,51.98320000,4.11640000,2
10041,113,WUR Callantsoog Reddingsbrigade,52.83680000,4.69060000,2
10042,234,Kohler Eagle Valley,42.81050000,-91.06240000,2
10043,113,WUR - Neeltje Jans - Lange Neel,51.62210000,3.66920000,2
10044,223,Näsby 154,56.24450000,16.46500000,2
10045,113,WUR Brouwersdam sluis,51.74860000,3.82590000,2
10046,113,WUR Dunwich,52.25330000,1.62780000,2
10047,213,Willow Mountain-MT,46.32130000,-113.90430000,1
10048,1,Magnetawan First Nation,45.76940000,-80.50080000,2
10049,213,Sula Peak-MT,45.86060000,-113.99920000,1
10050,291,Spurn Bird Observatory,53.62120000,0.13060000,2
10051,291,Dungeness Bird Observatory,50.91690000,0.96520000,2
10052,197,Little Shemogue,46.11370000,-64.02310000,2
10053,10,Bouctouche,46.46160000,-64.65930000,1
10054,10,Hopewell Rocks,45.81640000,-64.58310000,1
10055,10,Barachois,46.23520000,-64.43660000,1
10056,10,Tintamarre,45.94070000,-64.25750000,1
10057,226,MPG-MT,46.71150000,-114.03970000,1
10058,48,Rice Family Farm,41.93290000,-77.41240000,2
10059,253,Daufuskie Island,32.12000000,-80.84250000,2
10060,276,Hodgdon 1,46.03860000,-67.83300000,2
10061,276,Bridgewater 2,46.39120000,-67.84130000,2
10062,276,Fort Fairfield 3,46.71140000,-67.82520000,2
10063,276,Caswell 4,46.99530000,-67.80510000,2
10064,57,Reserva Las Brisas,10.06910000,-83.62940000,2
10065,165,Kensington,42.55200000,-83.63700000,2
10066,10,Mary's Point,45.72590000,-64.67310000,2
10067,10,CFI,45.73540000,-65.30180000,2
10068,276,Stratford Point,41.15340000,-73.10370000,2
10069,276,Hammonassett SP,41.25980000,-72.54960000,2
10070,241,Drone,-12.37000000,130.86600000,2
10071,253,Harbor Island,32.39890000,-80.44260000,2
10072,293,Cape May Point State Park,38.93190000,-74.95940000,2
10073,293,Wetlands Institute,39.05790000,-74.77520000,1
10074,48,Assateague Island National Seashore,38.14940000,-75.17340000,1
10075,78,Pictou,45.67460000,-62.70890000,1
10076,20,AFAR,43.01100000,-81.28000000,1
10077,123,40_Mittelplate,54.02620000,8.72980000,2
10078,282,Castleton View,38.60400000,-78.10900000,2
10079,240,Morgan Monroe State Forest,39.32320000,-86.41320000,2
10080,63,Chiloe,-41.82660000,-73.62700000,2
10081,63,Laboratorio Costero Calfuco,-39.78010000,-73.39240000,2
10082,2,Motus Mobile 1,-41.82580000,-73.63120000,1
10083,211,Grunnsund_Bamble_Norway,58.93700000,9.61010000,2
10084,211,Ringdalskogen_2_Norway,59.11310000,10.11040000,2
10085,211,Slevedalsvann_Lista_Norway,58.10480000,6.60630000,2
10086,211,Lista Fyr_Norway,58.10920000,6.56750000,2
10087,211,Vestveien_Tjøme_Norway,59.12580000,10.38350000,2
10088,211,Gjekstad_Sandefjord_Norway,59.13580000,10.26800000,2
10089,63,Zorritos - Maria del Mar,-3.67440000,-80.66430000,2
10090,63,Reserva Nacional Paracas,-13.86810000,-76.27310000,2
10091,313,Tulsa Zoo,36.20830000,-95.91040000,2
10092,65,Malaquite,27.42220000,-97.30090000,2
10093,317,Belle Isle Nature Center,42.34690000,-82.96370000,2
10094,167,William Floyd Estate,40.77210000,-72.83160000,2
10095,280,Rayleigh_Elementary_School,50.79800000,-120.31550000,2
10096,321,Vlieland - Flidunen,53.30050000,5.07810000,2
10097,284,Carpenter Main Campus,44.76610000,-92.81360000,1
10098,213,KBK Ranch-MT,46.11150000,-114.17060000,1
10099,324,Ellis Bird Farm,52.39040000,-113.61100000,2
10100,2,Tangier (Mooseland),44.93660000,-62.78380000,1
10101,2,Machias Seal Island,44.50230000,-67.10180000,1
10102,2,Port Joli,43.81550000,-64.89640000,1
10103,3,Caye de la Riviere M,50.31940000,-64.42130000,1
10104,3,FM Belle-Fontaine,47.39842000,-71.13779000,1
10105,3,FM Jardin Nord,47.38920000,-71.08420000,1
10106,3,FM Jardin Ouest,47.38320000,-71.08820000,1
10107,3,FM Tour Jutras Demo,47.28480000,-71.15150000,1
10108,3,Longue-Pointe de Min,50.26270000,-64.15100000,1
10109,3,Rivière St-Jean,50.29560000,-64.32370000,1
10110,3,D'Estimauville,46.84300000,-71.21110000,2
10111,5,Hopewell,45.82525000,-64.57288000,1
10112,6,Panama Barro Colorad,9.15800000,-79.84740000,2
10113,7,EAGLENEST1,41.46113600,-82.99788100,1
10114,7,Matinicus,43.78353100,-68.85487200,1
10115,7,MATINICUS,43.78360000,-68.85490000,1
10116,7,MATINICUS,43.78370000,-68.85490000,1
10117,7,MATINICUS,43.78360000,-68.85490000,1
10118,7,MDR,43.96890000,-68.12830000,1
10119,7,PMI,44.36750000,-67.86430000,1
10120,7,PMP_WL,44.40157300,-67.89646500,1
10121,7,ROBERTS,44.01244700,-68.80514100,1
10122,7,Roberts,44.01267500,-68.80475700,1
10123,7,SHIP,44.23450000,-68.43920000,1
10124,7,Two Bush,43.87771600,-68.88358300,1
10125,7,TWOBUSH,43.87797400,-68.88350400,1
10126,8,PINEO,44.56445000,-67.80666800,1
10127,8,PINEO,44.56449700,-67.80664700,1
10128,250,Smith,51.75160000,-106.14290000,1
10129,274,Phoenix,47.39160000,-88.27920000,2
10130,281,GPCD Soapstone,40.97680000,-105.07660000,2
10131,223,Triberga,56.46420000,16.57370000,2
10132,1,Maple Leaf,44.17680000,-79.91850000,2
10133,48,Norman G. Wilder WMA,39.03410000,-75.64150000,2
10134,205,Dorris Hill,41.96400000,-121.89030000,2
10135,217,Belwind Voltage station,51.66600000,2.80000000,2
10136,48,Strawberry Fields Preserve,42.92450000,-74.12380000,2
10137,48,Greenwoods Conservancy,42.72190000,-75.10470000,2
10138,48,Lake Shore Marshes WMA,43.31300000,-76.78120000,2
10139,48,Derby Hill Bird Observatory,43.52760000,-76.23890000,2
10140,1,Thomson Reserve,45.57150000,-80.51430000,2
10141,1,Little McCoy,45.45510000,-80.48100000,2
10142,1,Grimsby Wetland,43.21590000,-79.61460000,2
10143,248,Consolation Point,51.64390000,-79.22550000,2
10144,248,Charlton Island,51.95950000,-79.33320000,2
10145,213,Kuna-ID,43.50160000,-116.40600000,2
10146,213,Nampa-ID,43.56080000,-116.66600000,2
10147,113,WUR Texel KNRM,53.17410000,4.86840000,2
10148,113,WUR Julianadorp Middenvliet,52.91510000,4.72390000,2
10149,213,Barb Garten-MT,46.14570000,-114.15620000,2
10150,48,Nahant,42.41660000,-70.90980000,2
10151,281,GPCD Rocky Mountain Arsenal NWR,39.82750000,-104.85710000,2
10152,325,Zoo New England,42.22250000,-71.06210000,2
10153,310,Broadview,39.49440000,-76.30520000,1
10154,48,Interstate Fire Tower,38.80150000,-75.72050000,2
10155,211,Presterødkilen_Tønsberg_Norway,59.27220000,10.43820000,2
10156,65,Packery,27.62070000,-97.20240000,1
10157,223,Medborgarhuset - Grönhögen,56.26370000,16.40910000,2
10158,48,SUNY Potsdam - Bowman Hall,44.66050000,-74.97210000,2
10159,156,Water Plant,42.67780000,-82.73470000,2
10160,113,WUR Julianadorp Vogelzand,52.89190000,4.73510000,2
10161,48,Rome WMA,43.18480000,-75.50440000,2
10162,48,Upper & Lower Lakes WMA,44.61960000,-75.22740000,2
10163,343,Little Bear,32.61530000,-79.99660000,2
10164,343,Timbers,32.58820000,-80.12870000,2
10165,48,Utica Zoo,43.08230000,-75.24600000,2
10166,48,Perch River WMA,44.08760000,-75.97320000,2
10167,64,Winous Point 2020,41.46170000,-82.99740000,2
10168,48,Three Rivers WMA,43.20560000,-76.31950000,2
10169,1,Mallett,45.23600000,-79.88750000,2
10170,223,Östra Norrskär,63.24660000,20.68480000,2
10171,324,NW Calgary,51.08940000,-114.07700000,1
10172,345,NW Calgary,51.08920000,-114.08190000,2
10173,213,Sterling Wildlife Management Area-ID,42.99330000,-112.78020000,2
10174,213,Minidoka National Wildlife Refuge - ID,42.67280000,-113.47750000,2
10175,213,Niagara Springs WMA-ID,42.67640000,-114.73370000,2
10176,213,Warm Springs ARCO-MT,46.12650000,-112.79400000,2
10177,213,Vesper Meadow-OR,42.26240000,-122.45620000,2
10178,213,American Prairie Reserve-MT,47.85590000,-108.05270000,1
10179,113,WUR Vlieland Kazerne,53.25380000,4.94160000,2
10180,1,Darlington OPG,43.87660000,-78.73630000,2
10181,290,Whitfield Hamilton Grain Elevator,36.52710000,-87.10700000,2
10182,347,Cibola NWR Island Unit,33.30390000,-114.69340000,2
10183,253,Port Royal,32.37450000,-80.83760000,2
10184,212,northern MN,47.14640000,-92.72690000,2
10185,332,AHATS,45.09170000,-93.17020000,2
10186,1,Shawanaga First Nation,45.51290000,-80.27360000,2
10187,152,Iroquois NWR Headquarters,43.11270000,-78.40400000,2
10188,350,Cheyenne Bottoms TNC,38.49850000,-98.74430000,2
