"sensorDeployID","stationID","sensorID","tsStart","tsEnd","type","status","region","photo","group","comments"
681,11288,383,"1406764800","1479513600","SENSORGNOME",1,"CA.ON","NULL","9","battery replaced Dec 15 'ish'"
682,11426,418,"1404345600","1478995200","SENSORGNOME",1,"CA.ON","NULL","9","Re-imaged. Dec 8 battery swapped with Trojan. 100w panel added."
683,11587,414,"1404432000","1481068800","SENSORGNOME",1,"CA.ON","NULL","9","Re-imaged. Dec 7 battery swapped with Trojan. 100w panel added. Morningstar controller."
684,11483,399,"1404691200","1416355200","SENSORGNOME",1,"CA.ON","NULL","9",""
685,11004,483,"1400889600","1403308800","SENSORGNOME",1,"CA.NB","NULL","1","16 Jun 2020 - downloaded data but unable to connect to web interface - SNeima"
686,11338,480,"1400889600","1403308800","SENSORGNOME",1,"CA.NB","NULL","NULL","NULL"
687,10426,485,"1400889600","1407542400","SENSORGNOME",1,"CA.NB","NULL","NULL","NULL"
688,11571,482,"1400889600","1403308800","SENSORGNOME",1,"CA.NB","NULL","NULL","NULL"
689,11037,462,"1400284800","1436112000","SENSORGNOME",1,"CA.NS","NULL","1","checked Jul 5 - angles ok -checked and downloaded on May 6, 2015"
690,11632,453,"1400284800","1436097600","SENSORGNOME",1,"CA.NS","NULL","1","checked on May 22 - had not turned on since May 2...checked and downoaded on Nov. 13, could not lower mast, bolt appears rusted and broken"
691,11177,466,"1400371200","1436047200","SENSORGNOME",1,"CA.NS","NULL","1","checked and downloaded on May 6, 2015 - checked Jul 4, had shifted to 40,210"
692,11607,449,"1400371200","1430994240","SENSORGNOME",1,"CA.NS","NULL","1","checked and downloaded on Nov.14"
693,11494,447,"1400371200","1430999160","SENSORGNOME",1,"CA.NS","NULL","1","checked and downloaded on May 7"
694,11436,441,"1400544000","1416528000","SENSORGNOME",1,"CA.NS","NULL","1","checked on Nov. 21, data could only be downloaded by disconnecting power"
695,11096,452,"1400544000","1416528000","SENSORGNOME",1,"CA.NS","NULL","1","checked Nov. 21"
696,11081,440,"1402012800","1418083200","SENSORGNOME",1,"CA.NB","NULL","1","Checked (15/10/2014 -RB Volunteer), downloaded and sent to John "
697,11061,464,"1402012800","1418083200","SENSORGNOME",1,"CA.NB","NULL","1","Checked (21/10/2014 -RB Volunteer), downloaded and sent to John "
698,11057,468,"1412696700","1418083200","SENSORGNOME",1,"CA.NB","NULL","1","can be plugged directly into power source - checked Dec 9, solar panel had been ripped off, left for winter"
699,11028,469,"1412682720","1418083200","SENSORGNOME",1,"CA.NB","NULL","1","old battery setup - on Dec 9 lid had been opened and entire bin was full of ice - removed battery and gnome."
700,11258,467,"1400803200","1431302400","SENSORGNOME",1,"CA.NB","NULL","1","DL JL22-SE30NV! -checked on Nov.12 but no download, building is shut for winter and equipment inside locked door - antenna needs repair - Antennae damaged in Arthur, July 5, 2014 - fixed July 22, 2014"
701,11319,451,"1400976000","1415750400","SENSORGNOME",1,"CA.NB","NULL","1","checked and downloaded data on Nov.12"
702,11419,446,"1400976000","1415750400","SENSORGNOME",1,"CA.NB","NULL","1","checked and downloaded data on Nov. 12"
703,12241,439,"1401062400","1416355200","SENSORGNOME",1,"CA.NS","NULL","1","checked on Nov. 19"
704,11414,442,"1401062400","1416441600","SENSORGNOME",1,"CA.NS","NULL","1","checked on Nov 20, mast slightly bent but was lowered"
705,11460,445,"1401148800","1416441600","SENSORGNOME",1,"CA.NS","NULL","1","checked Nov. 20"
706,11550,450,"1401235200","1416441600","SENSORGNOME",1,"CA.NS","NULL","1","wireless access, checked Nov. 20"
707,11308,463,"1401235200","1416441600","SENSORGNOME",1,"CA.NS","NULL","1","checked Nov. 20"
708,11084,448,"1401148800","1416441600","SENSORGNOME",1,"CA.NS","NULL","1","checked Nov. 20"
710,10111,476,"1401321600","1412035200","UNKNOWN",1,"CA.NB","NULL","NULL","NULL"
712,11549,458,"1401494400","1416528000","SENSORGNOME",1,"CA.NS","NULL","1","checked Nov. 21"
713,11371,456,"1401494400","1416528000","SENSORGNOME",1,"CA.NS","NULL","1","checked Nov. 21"
714,11622,444,"1401580800","1416528000","SENSORGNOME",1,"CA.NS","NULL","1","Tower not on property where Stanley lives.  Checked on Nov. 21"
715,11243,459,"1401580800","1416528000","SENSORGNOME",1,"CA.NS","NULL","1","checked Nov. 21"
716,11285,454,"1401667200","1416528000","SENSORGNOME",1,"CA.NS","NULL","1","checked Nov. 21"
717,11504,455,"1401667200","1416528000","SENSORGNOME",1,"CA.NS","NULL","1","checked Nov. 21"
718,11010,470,"1412899200","1416528000","SENSORGNOME",1,"CA.NS","NULL","1","checked Nov. 21.  A1 = p3, A2 = p5, A3 = p7"
719,11136,461,"1401926400","1416441600","SENSORGNOME",1,"CA.NS","NULL","1","checked Nov. 20"
720,11560,465,"1401926400","1416441600","SENSORGNOME",1,"CA.NS","NULL","1","checked Nov. 20"
721,11002,457,"1402012800","1416441600","SENSORGNOME",1,"CA.NS","NULL","1","checked Nov. 20"
722,11011,471,"1412256600","1416355200","SENSORGNOME",1,"CA.NS","NULL","1","Checked Nov. 19. Solar panel strapped directly to frame without braces, bring braces next visit"
723,11565,484,"1402272000","1403136000","SENSORGNOME",1,"CA.NB","NULL","NULL","NULL"
724,11242,479,"1402272000","1403136000","SENSORGNOME",1,"CA.NB","NULL","NULL","NULL"
726,11542,460,"1402444800","1418169600","SENSORGNOME",1,"CA.NB","NULL","1","NULL"
727,11058,472,"1432221600","1447340400","SENSORGNOME",1,"CA.NB","NULL","1","checked Jul 14, 2015, bottom antenna switched from port 7 to port 3 - tower fixed and gnome added May 21, 2015"
728,11583,481,"1402531200","1403136000","SENSORGNOME",1,"CA.NB","NULL","NULL","NULL"
729,11091,473,"1415886360","1436117400","SENSORGNOME",1,"CA.NS","NULL","1","checked Jul 5 - had shifted 30 degrees CW - cables in ports 7,4,1- not 1 2 3 as had been written"
730,11029,443,"1402704000","1416441600","SENSORGNOME",1,"CA.NS","NULL","1","checked Nov. 20, lower mast slightly bent but was lowered"
731,11025,474,"1415976660","1447879500","SENSORGNOME",1,"CA.NS","NULL","1","checked Jul 4, 2015 - antennas had shifted to 200, 90, 275 (150deg shift) - fixed"
732,11079,422,"1403654400","1410220800","SENSORGNOME",1,"CA.ON","NULL","9","interference, and power issues? Data on gnome, but still has power issues to August 15th. New controller needed?"
734,11541,401,"1403654400","1416182400","SENSORGNOME",1,"CA.ON","NULL","9","elbow upside down. Default deployment file used until August 15th.Changed to Point Farm. "
735,11629,408,"1403568000","1416268800","SENSORGNOME",1,"CA.ON","NULL","9","wireless. Noise from nearby radio tower. find better spot"
736,11067,415,"1404691200","1416441600","SENSORGNOME",1,"CA.ON","NULL","9","ok"
737,11250,386,"1402099200","1408147200","SENSORGNOME",1,"CA.ON","NULL","9","- antenna 2 added June 7 - poison ivy"
738,11050,437,"1403049600","1407801600","SENSORGNOME",1,"CA.ON","NULL","9",""
739,11936,397,"1403049600","1415750400","SENSORGNOME",1,"CA.ON","NULL","9","tons of interference - need to relocate"
740,9910,487,"1404950400","1461944580","SENSORGNOME",1,"CA.ON","NULL","9","Re-imaged. Dec 9 battery swapped with Trojan. 2 50w panels. "
742,11269,488,"1403568000","1428969600","SENSORGNOME",1,"CA.ON","NULL","9","SG-5113BBBK0408"
743,11479,398,"1407369600","1479772800","SENSORGNOME",1,"CA.ON","NULL","9","Re-imaged Sep 9. Dec 2 battery swapped with BPNP. 2 50w panels. Couldn't read missing data. Took sd."
744,11050,437,"1407801600","1416700800","SENSORGNOME",1,"CA.ON","NULL","9","NULL"
745,11445,426,"1403654400","1416268800","SENSORGNOME",1,"CA.ON","NULL","9","unplugged until June 6 - should be moved"
746,12204,435,"1407196800","1411689600","SENSORGNOME",1,"CA.ON","NULL","9","ok. At some point, cable to antenna 2 (port 1) was severed."
747,11954,436,"1407196800","1419984000","SENSORGNOME",1,"CA.ON","NULL","9","ok"
748,12164,434,"1407283260","1409097600","SENSORGNOME",1,"CA.ON","NULL","9","ok - find new location of remove from array"
749,11724,421,"1407283200","1479254400","SENSORGNOME",1,"CA.ON","NULL","9","New Trojan and charge controller on 3 April 2017, plugged in p1"
750,11244,391,"1407283200","1413676800","SENSORGNOME",1,"CA.ON","NULL","9","north antenna picking up lots of interference. GPS chewed on October 19th."
751,11668,412,"1407283200","1416182400","SENSORGNOME",1,"CA.ON","NULL","9","NULL"
752,12352,427,"1407456000","1414195200","SENSORGNOME",1,"CA.ON","NULL","9","ok. GPS chewed on October 25th (discovered in November). Needs new GPS"
