"motusTagID","tagDeployID","lat1","lon1","lat2","lon2","dtStart","dtEnd"
26344,13681,43.4579,-65.7438,45.0051,-65.1185,2017-09-06,2017-09-15
26344,13681,45.0051,-65.1185,44.9058,-65.3509,2017-09-15,2017-09-15
26344,13681,44.9058,-65.3509,45.1257,-67.2661,2017-09-15,2017-09-15
26344,13681,45.1257,-67.2661,40.2765,-77.2774,2017-09-15,2017-10-01
26344,13681,40.2765,-77.2774,29.5648,-82.265,2017-10-01,2017-10-18
26344,13681,29.5648,-82.265,9.403,-79.8607,2017-10-18,2017-11-15
26344,13681,9.403,-79.8607,28.913085,-95.578384,2017-11-15,2018-05-08
26344,13681,28.913085,-95.578384,43.3351,-70.5492,2018-05-08,2018-05-22
26364,13685,43.4579,-65.7438,43.4932,-65.7171,2017-08-21,2017-08-24
26364,13685,43.4579,-65.7438,43.4932,-65.7171,2017-08-29,2017-08-29
26364,13685,43.4579,-65.7438,43.4932,-65.7171,2017-08-29,2017-08-29
26364,13685,43.4645,-65.7459,43.4932,-65.7171,2017-08-29,2017-08-29
26364,13685,43.4579,-65.7438,43.4932,-65.7171,2017-08-29,2017-08-29
26364,13685,43.4645,-65.7459,43.4932,-65.7171,2017-08-29,2017-08-29
26364,13685,43.4645,-65.7459,43.4932,-65.7171,2017-08-29,2017-08-29
26364,13685,43.4645,-65.7459,43.4932,-65.7171,2017-08-29,2017-08-29
26364,13685,43.4579,-65.7438,44.765,-66.7366,2017-08-29,2017-09-21
26364,13685,44.765,-66.7366,44.325,-66.1149,2017-09-21,2017-09-21
26364,13685,44.325,-66.1149,44.4297,-66.1654,2017-09-21,2017-09-21
26364,13685,44.4297,-66.1654,44.325,-66.1149,2017-09-21,2017-09-21
26364,13685,44.325,-66.1149,44.4297,-66.1654,2017-09-21,2017-09-21
26364,13685,44.4297,-66.1654,44.325,-66.1149,2017-09-21,2017-09-21
26364,13685,44.325,-66.1149,44.4297,-66.1654,2017-09-21,2017-09-21
26364,13685,44.4297,-66.1654,44.325,-66.1149,2017-09-21,2017-09-21
26364,13685,44.325,-66.1149,44.4297,-66.1654,2017-09-21,2017-09-21
26364,13685,44.4297,-66.1654,44.325,-66.1149,2017-09-21,2017-09-21
26364,13685,44.325,-66.1149,44.4297,-66.1654,2017-09-21,2017-09-21
26364,13685,44.4297,-66.1654,44.325,-66.1149,2017-09-21,2017-09-21
26364,13685,44.325,-66.1149,44.4297,-66.1654,2017-09-21,2017-09-21
26364,13685,44.4297,-66.1654,44.325,-66.1149,2017-09-21,2017-09-21
26364,13685,44.325,-66.1149,44.4297,-66.1654,2017-09-21,2017-09-21
26364,13685,44.4297,-66.1654,44.325,-66.1149,2017-09-21,2017-09-21
26364,13685,44.325,-66.1149,44.4297,-66.1654,2017-09-21,2017-09-21
26364,13685,44.4297,-66.1654,44.325,-66.1149,2017-09-21,2017-09-21
26364,13685,44.325,-66.1149,44.4297,-66.1654,2017-09-21,2017-09-21
26364,13685,44.4297,-66.1654,44.325,-66.1149,2017-09-21,2017-09-21
26364,13685,44.325,-66.1149,44.4297,-66.1654,2017-09-21,2017-09-21
26364,13685,44.4297,-66.1654,45.207,-64.3978,2017-09-21,2017-09-24
26364,13685,45.207,-64.3978,42.7804,-70.8084,2017-09-24,2017-09-29
26364,13685,42.7804,-70.8084,41.1894,-72.163,2017-09-29,2017-09-30
26364,13685,41.1894,-72.163,40.1544,-75.6857,2017-09-30,2017-10-02
26364,13685,40.1544,-75.6857,40.1271,-75.7692,2017-10-02,2017-10-02
26364,13685,40.1271,-75.7692,40.1544,-75.6857,2017-10-02,2017-10-02
26364,13685,40.1544,-75.6857,40.1271,-75.7692,2017-10-02,2017-10-02
26364,13685,40.1271,-75.7692,40.1544,-75.6857,2017-10-02,2017-10-02
26364,13685,40.1544,-75.6857,40.1271,-75.7692,2017-10-02,2017-10-02
26364,13685,40.1271,-75.7692,40.1544,-75.6857,2017-10-02,2017-10-02
26364,13685,40.1544,-75.6857,40.1271,-75.7692,2017-10-02,2017-10-02
26364,13685,40.1271,-75.7692,40.1544,-75.6857,2017-10-02,2017-10-02
26364,13685,40.1544,-75.6857,40.1271,-75.7692,2017-10-02,2017-10-02
26364,13685,40.1271,-75.7692,40.1544,-75.6857,2017-10-02,2017-10-02
26364,13685,40.1544,-75.6857,40.1271,-75.7692,2017-10-02,2017-10-02
26364,13685,40.1271,-75.7692,40.1544,-75.6857,2017-10-02,2017-10-02
26364,13685,40.1544,-75.6857,40.1271,-75.7692,2017-10-02,2017-10-02
26364,13685,40.1271,-75.7692,40.1544,-75.6857,2017-10-02,2017-10-02
26364,13685,40.1544,-75.6857,40.1271,-75.7692,2017-10-02,2017-10-02
26364,13685,40.1271,-75.7692,40.1544,-75.6857,2017-10-02,2017-10-02
26364,13685,40.1544,-75.6857,40.1271,-75.7692,2017-10-02,2017-10-02
26364,13685,40.1271,-75.7692,40.1544,-75.6857,2017-10-02,2017-10-02
26364,13685,40.1544,-75.6857,40.1271,-75.7692,2017-10-02,2017-10-02
26364,13685,40.1271,-75.7692,39.9842,-75.4892,2017-10-02,2017-10-02
26364,13685,39.9842,-75.4892,40.4296,-73.9848,2017-10-02,2017-10-03
26364,13685,40.4296,-73.9848,40.4107,-76.0796,2017-10-03,2017-10-11
26364,13685,40.4107,-76.0796,31.1229,-81.4776,2017-10-11,2017-10-17
26364,13685,31.1229,-81.4776,9.0777,-79.6493,2017-10-17,2017-11-11
26364,13685,9.0777,-79.6493,9.0165,-79.4466,2017-11-11,2017-11-11
26364,13685,9.0165,-79.4466,43.3351,-70.5492,2017-11-11,2018-05-23
26364,13685,43.3351,-70.5492,44.4116,-67.9046,2018-05-23,2018-05-25
26364,13685,44.4116,-67.9046,45.207,-64.3978,2018-05-25,2018-10-23
26375,13689,43.4579,-65.7438,44.4297,-66.1654,2017-09-06,2017-09-29
26375,13689,44.4297,-66.1654,44.2754,-66.3493,2017-09-29,2017-09-30
26375,13689,44.2754,-66.3493,43.893815,-69.125535,2017-09-30,2017-09-30
26375,13689,43.893815,-69.125535,42.7804,-70.8084,2017-09-30,2017-10-07
26375,13689,42.7804,-70.8084,41.2613,-70.8152,2017-10-07,2017-10-07
26375,13689,41.2613,-70.8152,41.3734,-71.5762,2017-10-07,2017-10-07
26375,13689,41.3734,-71.5762,NA,NA,2017-10-07,2017-10-07
26375,13689,NA,NA,41.3734,-71.5762,2017-10-07,2017-10-07
26375,13689,41.3734,-71.5762,NA,NA,2017-10-07,2017-10-07
26375,13689,NA,NA,41.3734,-71.5762,2017-10-07,2017-10-07
26375,13689,41.3734,-71.5762,NA,NA,2017-10-07,2017-10-07
26375,13689,NA,NA,41.3734,-71.5762,2017-10-07,2017-10-07
26375,13689,41.3734,-71.5762,41.1894,-72.163,2017-10-07,2017-10-07
26375,13689,41.1894,-72.163,NA,NA,2017-10-07,2017-10-07
26375,13689,NA,NA,41.2599,-72.5496,2017-10-07,2017-10-07
26375,13689,41.2599,-72.5496,38.241,-75.136,2017-10-10,2017-10-11
26375,13689,38.241,-75.136,32.9071,-79.6134,2017-10-11,2017-10-27
26375,13689,32.9071,-79.6134,31.2956,-81.3435,2017-10-27,2017-11-10
26375,13689,31.2956,-81.3435,31.1229,-81.4776,2017-11-10,2017-11-10
26375,13689,31.1229,-81.4776,29.5266,-81.5922,2017-11-10,2017-11-10
26375,13689,29.5266,-81.5922,27.6228,-82.7139,2017-11-10,2017-11-11
26375,13689,27.6228,-82.7139,9.0165,-79.4466,2017-11-11,2017-12-09
26361,13684,43.4579,-65.7438,43.4932,-65.7171,2017-09-06,2017-09-06
26361,13684,43.4564,-65.7436,43.4932,-65.7171,2017-09-06,2017-09-06
26361,13684,43.4579,-65.7438,43.4932,-65.7171,2017-09-06,2017-09-06
26361,13684,43.4564,-65.7436,43.4932,-65.7171,2017-09-13,2017-09-13
26361,13684,43.4579,-65.7438,43.4932,-65.7171,2017-09-13,2017-09-13
26361,13684,43.4579,-65.7438,43.4932,-65.7171,2017-09-13,2017-09-13
26361,13684,43.4579,-65.7438,43.4932,-65.7171,2017-09-13,2017-09-13
26361,13684,43.4579,-65.7438,43.4932,-65.7171,2017-09-13,2017-09-13
26361,13684,43.4579,-65.7438,43.9859,-66.1526,2017-09-13,2017-09-17
26361,13684,43.9859,-66.1526,44.325,-66.1149,2017-09-18,2017-09-18
26361,13684,44.325,-66.1149,42.3605,-72.5073,2017-09-18,2017-09-22
26361,13684,42.3605,-72.5073,42.3943,-72.5211,2017-09-22,2017-09-23
26361,13684,42.3943,-72.5211,42.396,-72.5174,2017-09-23,2017-09-23
26361,13684,42.396,-72.5174,42.3943,-72.5211,2017-09-23,2017-09-23
26361,13684,42.3943,-72.5211,42.396,-72.5174,2017-09-23,2017-09-23
